transaction_id,product_type,applicant_id,beneficiary_id,applicant_country,beneficiary_country,currency,amount,issue_date,expiry_date,status,goods_category,amendment_count,document_count,processing_days,discrepancy_flag,delay_flag,counterparty_relationship_years,customer_risk_rating,anomaly_score,anomaly_class,discrepancy_probability,delay_probability,predicted_processing_days,overall_risk_score,overall_risk_level
TF-2026-0001053,IMPORT_LC,CUST-01075,CP-01920,CA,GB,JPY,855658.78,2026-07-05,2026-09-18,CLOSED,INDUSTRIAL_EQUIPMENT,2,4,18,0,1,4,MEDIUM,0.490315,NORMAL,0.193255,0.529129,11.19,34.01,LOW
TF-2026-0001054,IMPORT_LC,CUST-00212,CP-02387,CA,MX,GBP,64283.05,2025-03-14,2025-09-01,SETTLED,CHEMICALS,2,7,6,1,0,12,HIGH,0.54537,NORMAL,0.541694,0.237672,7.16,53.15,MEDIUM
TF-2026-0001055,IMPORT_LC,CUST-00116,CP-01921,CA,GB,USD,500819.07,2025-01-16,2025-06-18,CLOSED,TEXTILES,2,6,14,1,1,1,HIGH,0.486236,NORMAL,0.614948,0.389045,10.18,45.79,MEDIUM
TF-2026-0001056,COLLECTION,CUST-00844,CP-02982,CA,CN,CNY,145531.96,2026-07-24,2026-11-07,CLOSED,CHEMICALS,1,6,16,0,1,11,HIGH,0.50421,NORMAL,0.125897,0.49914,10.74,39.53,LOW
TF-2026-0001057,EXPORT_LC,CUST-00968,CP-00040,CA,IN,JPY,149788.34,2024-12-13,2025-03-11,CLOSED,ELECTRONICS,0,9,12,0,1,14,HIGH,0.567295,NORMAL,0.110696,0.486961,9.58,52.43,MEDIUM
TF-2026-0001058,COLLECTION,CUST-00839,CP-02803,CA,US,GBP,608914.67,2026-02-13,2026-05-24,SETTLED,CHEMICALS,2,7,6,0,0,8,MEDIUM,0.462658,NORMAL,0.164177,0.404057,9.2,24.23,LOW
TF-2026-0001059,IMPORT_LC,CUST-00915,CP-02401,CA,GB,CAD,439428.74,2025-11-08,2026-01-30,ACTIVE,CHEMICALS,0,6,4,0,0,12,LOW,0.503938,NORMAL,0.217024,0.17886,4.29,20.97,LOW
TF-2026-0001060,EXPORT_LC,CUST-00761,CP-01816,CA,AE,CNY,133340.77,2025-12-27,2026-06-04,SETTLED,INDUSTRIAL_EQUIPMENT,0,10,13,0,1,8,LOW,0.555486,NORMAL,0.202499,0.432072,9.63,41.67,MEDIUM
TF-2026-0001061,IMPORT_LC,CUST-00257,CP-01404,CA,SG,CNY,541281.06,2024-08-17,2024-12-06,ACTIVE,AUTO_PARTS,4,3,19,0,1,11,LOW,0.521376,NORMAL,0.393677,0.737889,14.82,50.48,MEDIUM
TF-2026-0001062,COLLECTION,CUST-00473,CP-00890,CA,CN,EUR,106045.85,2025-11-21,2026-02-18,CLOSED,CHEMICALS,5,9,17,1,1,15,MEDIUM,0.593076,HIGH,0.596002,0.697423,14.13,71.27,HIGH
TF-2026-0001063,IMPORT_LC,CUST-00015,CP-02226,CA,AE,USD,527873.13,2024-09-02,2024-11-30,ACTIVE,ELECTRONICS,2,3,11,0,1,10,HIGH,0.516797,NORMAL,0.3229,0.555945,10.23,50.89,MEDIUM
TF-2026-0001064,COLLECTION,CUST-00169,CP-00524,CA,GB,CNY,4896508.49,2025-08-09,2025-10-20,SETTLED,TEXTILES,0,7,11,0,1,10,HIGH,0.581241,NORMAL,0.291902,0.437371,9.67,57.32,MEDIUM
TF-2026-0001065,COLLECTION,CUST-00606,CP-01514,CA,SG,CNY,305450.74,2024-08-20,2024-12-17,ACTIVE,TEXTILES,1,4,4,0,0,4,MEDIUM,0.493532,NORMAL,0.202262,0.294893,7.3,26.9,LOW
TF-2026-0001066,COLLECTION,CUST-00406,CP-02653,CA,US,JPY,336732.27,2024-12-04,2025-04-10,ACTIVE,TEXTILES,1,7,12,0,1,2,LOW,0.491901,NORMAL,0.202024,0.42356,9.44,26.03,LOW
TF-2026-0001067,EXPORT_LC,CUST-00433,CP-00329,CA,SG,CAD,327127.69,2024-09-01,2025-02-10,SETTLED,AGRICULTURE,4,8,13,0,1,4,MEDIUM,0.486349,NORMAL,0.480451,0.783655,12.82,50.59,MEDIUM
TF-2026-0001068,COLLECTION,CUST-00458,CP-01220,CA,US,EUR,375549.01,2025-03-24,2025-08-05,CLOSED,AGRICULTURE,4,9,5,1,0,11,HIGH,0.494391,NORMAL,0.553868,0.45192,9.24,48.17,MEDIUM
TF-2026-0001069,IMPORT_LC,CUST-00667,CP-01444,CA,DE,CNY,819443.96,2025-01-10,2025-05-27,CLOSED,AGRICULTURE,3,7,13,0,1,2,LOW,0.487544,NORMAL,0.349348,0.62187,11.35,36.3,LOW
TF-2026-0001070,COLLECTION,CUST-00754,CP-00813,CA,DE,USD,395795.57,2026-05-28,2026-07-29,ACTIVE,AUTO_PARTS,0,3,12,0,1,2,MEDIUM,0.557367,NORMAL,0.286473,0.472907,8.89,50.91,MEDIUM
TF-2026-0001071,EXPORT_LC,CUST-00344,CP-01438,CA,AE,CNY,747323.68,2025-07-09,2025-11-03,CLOSED,AGRICULTURE,5,5,17,1,1,0,HIGH,0.546955,NORMAL,0.452818,0.790408,15.52,70.21,HIGH
TF-2026-0001072,GUARANTEE,CUST-01124,CP-02128,CA,SG,CNY,94737.15,2025-05-28,2025-11-03,SETTLED,TEXTILES,1,9,14,0,1,5,MEDIUM,0.521355,NORMAL,0.154524,0.537556,10.38,41.29,MEDIUM
TF-2026-0001073,IMPORT_LC,CUST-00048,CP-02456,CA,CN,EUR,401869.08,2026-01-22,2026-06-27,SETTLED,CHEMICALS,5,8,11,1,1,7,LOW,0.490185,NORMAL,0.704449,0.773772,12.92,52.88,MEDIUM
TF-2026-0001074,GUARANTEE,CUST-00268,CP-02053,CA,CN,GBP,124625.06,2025-01-03,2025-05-12,SETTLED,AGRICULTURE,2,4,6,0,0,10,MEDIUM,0.519111,NORMAL,0.198681,0.265936,7.49,32.54,LOW
TF-2026-0001075,EXPORT_LC,CUST-00912,CP-01121,CA,IN,JPY,1066810.93,2025-12-04,2026-03-15,CLOSED,INDUSTRIAL_EQUIPMENT,3,8,8,0,0,11,LOW,0.483733,NORMAL,0.36048,0.4641,10.82,30.24,LOW
TF-2026-0001076,GUARANTEE,CUST-00515,CP-02165,CA,IN,CAD,544477.16,2025-06-23,2025-08-26,SETTLED,ELECTRONICS,1,4,5,0,0,2,HIGH,0.497881,NORMAL,0.114035,0.274522,6.86,29.6,LOW
TF-2026-0001077,EXPORT_LC,CUST-00677,CP-01272,CA,GB,CAD,631063.54,2025-06-09,2025-10-02,SETTLED,AUTO_PARTS,2,3,10,0,0,1,MEDIUM,0.539677,NORMAL,0.331277,0.399732,9.78,46.41,MEDIUM
TF-2026-0001078,EXPORT_LC,CUST-00238,CP-03328,CA,BR,GBP,4090956.12,2025-08-31,2026-02-07,CLOSED,CHEMICALS,5,8,18,0,1,12,HIGH,0.58526,NORMAL,0.377728,0.716792,15.65,69.95,HIGH
TF-2026-0001079,EXPORT_LC,CUST-00764,CP-00537,CA,DE,GBP,260083.67,2025-02-02,2025-07-10,ACTIVE,INDUSTRIAL_EQUIPMENT,0,4,8,0,0,12,MEDIUM,0.525591,NORMAL,0.191321,0.148324,7.47,29.99,LOW
TF-2026-0001080,IMPORT_LC,CUST-00378,CP-01206,CA,DE,JPY,1036856.56,2025-08-15,2026-01-25,CLOSED,INDUSTRIAL_EQUIPMENT,0,9,2,0,0,11,HIGH,0.530204,NORMAL,0.216508,0.232429,5.79,39.89,LOW
TF-2026-0001081,EXPORT_LC,CUST-01181,CP-01687,CA,AE,CNY,353617.68,2025-02-13,2025-05-02,CLOSED,TEXTILES,3,4,6,0,0,10,MEDIUM,0.483376,NORMAL,0.484217,0.496915,9.31,39.99,LOW
TF-2026-0001082,COLLECTION,CUST-00172,CP-00630,CA,CN,CAD,29913.18,2024-12-15,2025-03-02,ACTIVE,INDUSTRIAL_EQUIPMENT,1,7,9,0,0,2,LOW,0.579437,NORMAL,0.217813,0.185467,8.53,36.17,LOW
TF-2026-0001083,GUARANTEE,CUST-00790,CP-00633,CA,US,USD,364236.07,2025-05-10,2025-09-22,SETTLED,AGRICULTURE,3,5,10,0,0,15,HIGH,0.52497,NORMAL,0.35235,0.555137,11.06,53.82,MEDIUM
TF-2026-0001084,COLLECTION,CUST-00099,CP-03406,CA,GB,USD,4245063.96,2024-10-23,2025-02-01,ACTIVE,AGRICULTURE,5,6,8,1,0,15,MEDIUM,0.623258,HIGH,0.448829,0.6451,13.52,65.9,HIGH
TF-2026-0001085,GUARANTEE,CUST-00699,CP-02458,CA,CN,CNY,607367.67,2025-05-29,2025-08-10,CLOSED,TEXTILES,4,4,17,0,1,1,HIGH,0.510786,NORMAL,0.429367,0.765833,14.9,59.7,MEDIUM
TF-2026-0001086,EXPORT_LC,CUST-00183,CP-00267,CA,JP,GBP,76236.24,2026-03-21,2026-09-13,SETTLED,INDUSTRIAL_EQUIPMENT,0,4,1,0,0,15,HIGH,0.608713,HIGH,0.182373,0.186977,4.22,46.54,MEDIUM
TF-2026-0001087,GUARANTEE,CUST-01160,CP-01444,CA,DE,EUR,3827422.59,2026-07-13,2026-10-24,SETTLED,CHEMICALS,4,3,11,0,1,2,HIGH,0.601101,HIGH,0.459591,0.704747,12.37,72.79,HIGH
TF-2026-0001088,IMPORT_LC,CUST-00998,CP-01057,CA,AE,EUR,578962.7,2026-03-20,2026-07-16,SETTLED,AUTO_PARTS,1,3,9,0,0,10,MEDIUM,0.52058,NORMAL,0.355232,0.226181,9.07,36.2,LOW
TF-2026-0001089,COLLECTION,CUST-00832,CP-03084,CA,US,EUR,2083132.76,2025-07-09,2025-09-24,SETTLED,TEXTILES,1,3,16,0,1,4,HIGH,0.561184,NORMAL,0.307134,0.584976,12.08,60.95,MEDIUM
TF-2026-0001090,GUARANTEE,CUST-01193,CP-00059,CA,MX,GBP,263467.87,2026-03-28,2026-07-15,SETTLED,ELECTRONICS,3,4,16,1,1,11,MEDIUM,0.487439,NORMAL,0.680269,0.658618,14.35,52.47,MEDIUM
TF-2026-0001091,GUARANTEE,CUST-00820,CP-02247,CA,US,CAD,814468.6,2024-12-12,2025-05-26,SETTLED,AUTO_PARTS,0,9,5,0,0,12,HIGH,0.52418,NORMAL,0.191812,0.124393,5.66,33.73,LOW
TF-2026-0001092,GUARANTEE,CUST-00368,CP-00832,CA,CN,JPY,360567.35,2025-08-29,2025-12-24,ACTIVE,ELECTRONICS,2,7,11,0,1,15,MEDIUM,0.517941,NORMAL,0.256416,0.541047,10.19,43.61,MEDIUM
TF-2026-0001093,IMPORT_LC,CUST-00386,CP-02945,CA,IN,GBP,461893.71,2026-04-13,2026-07-01,CLOSED,ELECTRONICS,0,8,1,0,0,10,MEDIUM,0.501882,NORMAL,0.154058,0.218896,4.93,24.8,LOW
TF-2026-0001094,GUARANTEE,CUST-00064,CP-03308,CA,DE,USD,1967406.33,2025-02-07,2025-06-06,CLOSED,CHEMICALS,2,6,5,0,0,15,HIGH,0.56691,NORMAL,0.23792,0.263267,7.83,48.36,MEDIUM
TF-2026-0001095,EXPORT_LC,CUST-00468,CP-00380,CA,CN,CNY,348408.49,2026-01-02,2026-05-14,CLOSED,CHEMICALS,5,4,8,0,0,7,LOW,0.50913,NORMAL,0.475356,0.730182,13.63,49.35,MEDIUM
TF-2026-0001096,COLLECTION,CUST-00445,CP-02783,CA,IN,EUR,275569.57,2025-09-06,2025-12-13,CLOSED,TEXTILES,2,5,9,0,0,13,MEDIUM,0.497814,NORMAL,0.353592,0.355428,9.51,34.6,LOW
TF-2026-0001097,GUARANTEE,CUST-00381,CP-00526,CA,BR,CAD,274700.15,2024-10-27,2025-02-07,SETTLED,AGRICULTURE,3,5,8,0,0,4,MEDIUM,0.482811,NORMAL,0.404938,0.438201,9.95,35.45,LOW
TF-2026-0001098,COLLECTION,CUST-00813,CP-01937,CA,FR,CAD,312107.19,2025-05-24,2025-08-30,SETTLED,AGRICULTURE,4,5,11,0,1,8,MEDIUM,0.474999,NORMAL,0.428638,0.540796,10.97,38.32,LOW
TF-2026-0001099,IMPORT_LC,CUST-00441,CP-02936,CA,JP,CAD,569389.36,2025-07-09,2025-12-23,SETTLED,AGRICULTURE,2,5,8,0,0,3,MEDIUM,0.476867,NORMAL,0.286108,0.38802,9.37,29.02,LOW
TF-2026-0001100,IMPORT_LC,CUST-00569,CP-01173,CA,JP,EUR,5718642.24,2025-08-13,2025-11-08,ACTIVE,INDUSTRIAL_EQUIPMENT,5,10,15,1,1,14,HIGH,0.646241,HIGH,0.606866,0.654366,11.93,76.08,HIGH
TF-2026-0001101,IMPORT_LC,CUST-00189,CP-00104,CA,BR,EUR,3727613.63,2026-06-27,2026-11-03,CLOSED,AUTO_PARTS,1,7,6,0,0,10,MEDIUM,0.546607,NORMAL,0.168603,0.219966,7.74,36.63,LOW
TF-2026-0001102,COLLECTION,CUST-00110,CP-02911,CA,CN,USD,87518.49,2026-04-01,2026-09-25,SETTLED,ELECTRONICS,3,7,16,1,1,3,LOW,0.515072,NORMAL,0.34332,0.5435,12.51,40.56,MEDIUM
TF-2026-0001103,EXPORT_LC,CUST-00470,CP-02467,CA,JP,EUR,333058.44,2025-09-17,2026-02-16,SETTLED,CHEMICALS,5,6,15,1,1,4,HIGH,0.497144,NORMAL,0.501916,0.672866,13.09,54.96,MEDIUM
TF-2026-0001104,COLLECTION,CUST-00774,CP-02938,CA,BR,USD,910423.23,2026-03-23,2026-09-08,ACTIVE,TEXTILES,5,5,9,1,0,14,LOW,0.541431,NORMAL,0.514121,0.798687,15.78,61.25,MEDIUM
TF-2026-0001105,GUARANTEE,CUST-00442,CP-02453,CA,BR,CNY,86063.87,2026-01-14,2026-05-05,SETTLED,AUTO_PARTS,4,9,7,1,0,9,MEDIUM,0.53424,NORMAL,0.602198,0.462531,9.23,55.46,MEDIUM
TF-2026-0001106,GUARANTEE,CUST-01185,CP-02304,CA,GB,EUR,103063.13,2026-05-11,2026-08-02,SETTLED,INDUSTRIAL_EQUIPMENT,3,8,8,1,0,13,MEDIUM,0.519952,NORMAL,0.623104,0.418859,8.93,50.8,MEDIUM
TF-2026-0001107,GUARANTEE,CUST-01084,CP-00389,CA,AE,JPY,1539924.3,2026-05-19,2026-09-03,CLOSED,TEXTILES,2,8,9,0,0,4,HIGH,0.504124,NORMAL,0.273633,0.329784,9.61,38.01,LOW
TF-2026-0001108,EXPORT_LC,CUST-00807,CP-01379,CA,IN,GBP,437058.92,2024-12-30,2025-05-11,SETTLED,ELECTRONICS,3,10,4,0,0,3,LOW,0.509484,NORMAL,0.408195,0.432526,8.3,37.03,LOW
TF-2026-0001109,IMPORT_LC,CUST-01122,CP-02673,CA,MX,GBP,853519.36,2025-02-01,2025-07-19,SETTLED,CHEMICALS,1,6,10,0,0,4,LOW,0.489126,NORMAL,0.216044,0.229523,8.84,18.9,LOW
TF-2026-0001110,GUARANTEE,CUST-01077,CP-00001,CA,GB,GBP,93035.42,2025-10-01,2026-01-02,ACTIVE,TEXTILES,2,10,15,0,1,9,MEDIUM,0.537697,NORMAL,0.305678,0.548859,13.04,50.37,MEDIUM
TF-2026-0001111,IMPORT_LC,CUST-00702,CP-01972,CA,AE,GBP,892100.07,2025-12-26,2026-05-09,ACTIVE,AUTO_PARTS,3,9,8,0,0,3,MEDIUM,0.493874,NORMAL,0.352026,0.562178,10.27,40.85,MEDIUM
TF-2026-0001112,COLLECTION,CUST-01163,CP-02318,CA,GB,GBP,3113867.14,2025-05-20,2025-09-13,CLOSED,TEXTILES,0,8,7,0,0,8,HIGH,0.558561,NORMAL,0.25507,0.256027,8.19,47.56,MEDIUM
TF-2026-0001113,COLLECTION,CUST-01023,CP-00843,CA,GB,GBP,3466027.73,2024-11-10,2025-04-30,CLOSED,AUTO_PARTS,0,9,2,0,0,14,LOW,0.597854,HIGH,0.198321,0.184247,5.44,36.65,LOW
TF-2026-0001114,COLLECTION,CUST-00601,CP-03397,CA,IN,EUR,1995832.71,2026-01-07,2026-03-27,ACTIVE,CHEMICALS,3,3,11,1,1,12,MEDIUM,0.557128,NORMAL,0.441541,0.729089,11.98,64.49,MEDIUM
TF-2026-0001115,GUARANTEE,CUST-01062,CP-01821,CA,IN,EUR,897267.69,2024-10-10,2025-03-22,CLOSED,AUTO_PARTS,4,7,19,1,1,3,MEDIUM,0.490185,NORMAL,0.479674,0.598152,12.91,44.99,MEDIUM
TF-2026-0001116,COLLECTION,CUST-01015,CP-00695,CA,CN,EUR,808150.11,2024-12-06,2025-04-27,ACTIVE,TEXTILES,5,9,13,1,1,14,MEDIUM,0.550694,NORMAL,0.709561,0.648186,13.16,68.63,HIGH
TF-2026-0001117,EXPORT_LC,CUST-01090,CP-00885,CA,JP,GBP,854141.03,2026-01-21,2026-05-09,CLOSED,AGRICULTURE,4,6,15,1,1,7,HIGH,0.474673,NORMAL,0.605449,0.776648,14.52,56.83,MEDIUM
TF-2026-0001118,IMPORT_LC,CUST-00721,CP-00006,CA,SG,CNY,30310.28,2025-07-13,2025-12-22,ACTIVE,AUTO_PARTS,2,3,15,0,1,1,HIGH,0.622185,HIGH,0.433811,0.534965,10.52,66.57,HIGH
TF-2026-0001119,COLLECTION,CUST-00422,CP-00828,CA,MX,CNY,1858832.65,2025-10-18,2026-04-06,SETTLED,CHEMICALS,3,7,6,0,0,15,MEDIUM,0.553392,NORMAL,0.414678,0.414372,8.91,52.09,MEDIUM
TF-2026-0001120,IMPORT_LC,CUST-00688,CP-02436,CA,CN,JPY,2539123.88,2026-03-15,2026-05-16,ACTIVE,ELECTRONICS,2,4,1,1,0,2,HIGH,0.549399,NORMAL,0.560818,0.311191,5.62,57.11,MEDIUM
TF-2026-0001121,COLLECTION,CUST-00613,CP-02121,CA,GB,JPY,601629.44,2025-11-17,2026-03-11,ACTIVE,INDUSTRIAL_EQUIPMENT,5,10,15,1,1,0,LOW,0.587736,NORMAL,0.654493,0.806177,14.53,71.51,HIGH
TF-2026-0001122,EXPORT_LC,CUST-00840,CP-00130,CA,CN,EUR,306137.36,2026-02-03,2026-06-24,ACTIVE,AUTO_PARTS,3,10,14,1,1,1,HIGH,0.525083,NORMAL,0.63874,0.630648,12.33,65.09,HIGH
TF-2026-0001123,GUARANTEE,CUST-01067,CP-01219,CA,IN,GBP,421173.68,2024-09-23,2025-02-04,SETTLED,INDUSTRIAL_EQUIPMENT,0,8,11,0,1,9,HIGH,0.503115,NORMAL,0.138292,0.39961,8.32,36.05,LOW
TF-2026-0001124,COLLECTION,CUST-01081,CP-00840,CA,DE,JPY,705031.47,2025-02-08,2025-07-21,ACTIVE,INDUSTRIAL_EQUIPMENT,5,7,12,0,1,12,HIGH,0.502656,NORMAL,0.519307,0.895239,12.9,64.64,MEDIUM
TF-2026-0001125,GUARANTEE,CUST-00265,CP-01963,CA,MX,USD,472469.97,2026-02-04,2026-07-14,CLOSED,CHEMICALS,0,10,1,0,0,10,LOW,0.535098,NORMAL,0.208976,0.224311,3.72,30.53,LOW
TF-2026-0001126,GUARANTEE,CUST-00442,CP-00099,CA,SG,GBP,793347.75,2026-01-20,2026-04-10,SETTLED,ELECTRONICS,4,3,10,1,0,15,MEDIUM,0.570224,NORMAL,0.44055,0.711668,13.4,65.54,HIGH
TF-2026-0001127,EXPORT_LC,CUST-00504,CP-01468,CA,JP,EUR,680479.78,2025-06-29,2025-08-31,ACTIVE,INDUSTRIAL_EQUIPMENT,2,3,12,1,1,0,MEDIUM,0.563668,NORMAL,0.432936,0.451363,9.22,55.36,MEDIUM
TF-2026-0001128,GUARANTEE,CUST-00263,CP-00822,CA,DE,CNY,832327.01,2026-05-24,2026-11-03,ACTIVE,INDUSTRIAL_EQUIPMENT,0,9,1,0,0,10,MEDIUM,0.51881,NORMAL,0.162698,0.158014,3.94,27.62,LOW
TF-2026-0001129,EXPORT_LC,CUST-01058,CP-01471,CA,MX,GBP,1085803.01,2025-05-15,2025-08-13,SETTLED,TEXTILES,1,5,7,0,0,10,HIGH,0.488833,NORMAL,0.230123,0.266343,8.05,30.55,LOW
TF-2026-0001130,COLLECTION,CUST-00563,CP-03490,CA,FR,CAD,1448829.25,2026-03-31,2026-07-15,SETTLED,AUTO_PARTS,4,8,19,1,1,7,MEDIUM,0.497701,NORMAL,0.592777,0.721577,14.62,54.55,MEDIUM
TF-2026-0001131,IMPORT_LC,CUST-01178,CP-01734,CA,US,CNY,283840.81,2024-11-15,2025-04-21,CLOSED,AGRICULTURE,4,10,8,1,0,1,MEDIUM,0.543443,NORMAL,0.723609,0.497958,10.11,62.38,MEDIUM
TF-2026-0001132,GUARANTEE,CUST-00055,CP-01818,CA,DE,EUR,579375.7,2025-06-16,2025-10-19,SETTLED,TEXTILES,4,6,16,1,1,0,MEDIUM,0.522635,NORMAL,0.69347,0.706412,13.54,63.69,MEDIUM
TF-2026-0001133,COLLECTION,CUST-01010,CP-01113,CA,US,EUR,520982.6,2025-07-27,2025-12-28,SETTLED,TEXTILES,5,4,17,1,1,7,LOW,0.501516,NORMAL,0.749483,0.805726,14.52,58.09,MEDIUM
TF-2026-0001134,GUARANTEE,CUST-00678,CP-01492,CA,MX,GBP,148183.39,2024-12-06,2025-03-31,ACTIVE,CHEMICALS,3,7,14,0,1,7,MEDIUM,0.478622,NORMAL,0.432874,0.680677,12.52,44.0,MEDIUM
TF-2026-0001135,EXPORT_LC,CUST-00704,CP-00123,CA,MX,EUR,1061597.68,2026-02-21,2026-06-23,ACTIVE,ELECTRONICS,4,3,11,1,1,10,LOW,0.536574,NORMAL,0.634389,0.790557,11.74,63.42,MEDIUM
TF-2026-0001136,EXPORT_LC,CUST-00566,CP-00423,CA,DE,CAD,3323428.3,2025-03-22,2025-07-03,SETTLED,TEXTILES,0,8,8,0,0,8,LOW,0.560241,NORMAL,0.133169,0.222122,8.12,32.91,LOW
TF-2026-0001137,EXPORT_LC,CUST-00417,CP-01528,CA,FR,GBP,162847.37,2024-10-08,2025-01-14,ACTIVE,AUTO_PARTS,3,3,5,0,0,8,HIGH,0.528687,NORMAL,0.343186,0.437402,8.75,50.43,MEDIUM
TF-2026-0001138,IMPORT_LC,CUST-00971,CP-00364,CA,IN,CAD,697523.21,2025-07-29,2025-11-16,ACTIVE,TEXTILES,5,10,11,0,1,2,HIGH,0.553009,NORMAL,0.450464,0.744163,12.34,69.66,HIGH
TF-2026-0001139,IMPORT_LC,CUST-00069,CP-01510,CA,FR,JPY,1419622.25,2025-07-28,2025-11-16,ACTIVE,AGRICULTURE,0,4,12,0,1,13,LOW,0.555336,NORMAL,0.168665,0.215246,5.42,33.05,LOW
TF-2026-0001140,COLLECTION,CUST-00088,CP-00758,CA,JP,JPY,6585144.42,2026-08-10,2026-10-17,CLOSED,TEXTILES,4,10,17,0,1,4,MEDIUM,0.615085,HIGH,0.3796,0.697251,15.03,65.52,HIGH
TF-2026-0001141,EXPORT_LC,CUST-00560,CP-03455,CA,MX,EUR,1137135.27,2026-03-27,2026-07-02,SETTLED,CHEMICALS,4,4,14,0,1,7,LOW,0.499587,NORMAL,0.474422,0.751112,12.06,47.47,MEDIUM
TF-2026-0001142,EXPORT_LC,CUST-00341,CP-03120,CA,DE,USD,606817.86,2025-03-24,2025-08-19,CLOSED,TEXTILES,3,8,13,0,1,10,MEDIUM,0.465761,NORMAL,0.381758,0.673916,11.85,40.42,MEDIUM
TF-2026-0001143,EXPORT_LC,CUST-01166,CP-02526,CA,US,EUR,318903.42,2024-08-22,2024-10-22,SETTLED,ELECTRONICS,2,9,5,1,0,9,HIGH,0.480072,NORMAL,0.644474,0.339563,7.35,43.64,MEDIUM
TF-2026-0001144,EXPORT_LC,CUST-01181,CP-03202,CA,MX,CNY,58019.85,2026-03-16,2026-07-16,CLOSED,ELECTRONICS,5,5,17,1,1,10,MEDIUM,0.565564,NORMAL,0.749046,0.671642,13.19,72.82,HIGH
TF-2026-0001145,COLLECTION,CUST-00132,CP-00835,CA,GB,CNY,63465.62,2025-03-03,2025-06-12,SETTLED,TEXTILES,4,8,10,0,0,9,HIGH,0.536585,NORMAL,0.427305,0.480556,11.17,56.36,MEDIUM
TF-2026-0001146,IMPORT_LC,CUST-00723,CP-01382,CA,SG,GBP,913989.54,2026-06-05,2026-10-24,SETTLED,AGRICULTURE,5,10,14,0,1,0,HIGH,0.588024,NORMAL,0.484205,0.797709,13.79,76.13,HIGH
TF-2026-0001147,EXPORT_LC,CUST-00515,CP-03276,CA,GB,GBP,457106.81,2025-11-26,2026-04-15,ACTIVE,TEXTILES,5,4,15,1,1,6,HIGH,0.503111,NORMAL,0.725482,0.716597,13.47,64.75,MEDIUM
TF-2026-0001148,EXPORT_LC,CUST-00649,CP-03491,CA,CN,CNY,217054.24,2025-01-29,2025-06-28,ACTIVE,TEXTILES,2,6,8,0,0,2,LOW,0.489209,NORMAL,0.321234,0.347803,9.26,26.21,LOW
TF-2026-0001149,EXPORT_LC,CUST-00425,CP-00838,CA,MX,CNY,130874.91,2025-01-28,2025-04-14,ACTIVE,TEXTILES,4,4,12,1,1,15,HIGH,0.560729,NORMAL,0.661075,0.693623,11.16,75.31,HIGH
TF-2026-0001150,GUARANTEE,CUST-00272,CP-01938,CA,SG,JPY,778042.32,2026-07-24,2026-10-19,SETTLED,AGRICULTURE,3,4,6,0,0,6,MEDIUM,0.481998,NORMAL,0.383556,0.674852,12.24,42.92,MEDIUM
TF-2026-0001151,GUARANTEE,CUST-00253,CP-00905,CA,FR,USD,388123.63,2026-07-02,2026-12-14,ACTIVE,CHEMICALS,1,4,4,0,0,1,LOW,0.509979,NORMAL,0.252337,0.239996,5.72,25.74,LOW
TF-2026-0001152,EXPORT_LC,CUST-00170,CP-02497,CA,AE,CAD,386321.77,2026-04-05,2026-07-24,SETTLED,INDUSTRIAL_EQUIPMENT,1,9,11,0,1,2,LOW,0.503394,NORMAL,0.24838,0.346348,7.48,27.57,LOW
TF-2026-0001153,GUARANTEE,CUST-00680,CP-01386,CA,IN,CAD,40981.41,2026-03-12,2026-07-08,ACTIVE,AUTO_PARTS,5,6,7,0,0,13,MEDIUM,0.594916,HIGH,0.550704,0.566903,10.93,65.47,HIGH
TF-2026-0001154,COLLECTION,CUST-01186,CP-00012,CA,BR,CAD,411112.31,2025-09-20,2026-03-07,ACTIVE,CHEMICALS,1,4,13,0,1,9,HIGH,0.487956,NORMAL,0.232213,0.422372,10.13,35.87,LOW
TF-2026-0001155,EXPORT_LC,CUST-00474,CP-00069,CA,GB,EUR,1092546.45,2024-11-06,2025-04-19,SETTLED,INDUSTRIAL_EQUIPMENT,5,8,22,1,1,12,HIGH,0.521481,NORMAL,0.654883,0.736088,17.37,68.31,HIGH
TF-2026-0001156,GUARANTEE,CUST-00845,CP-03072,CA,GB,CNY,1751656.85,2025-02-17,2025-07-19,ACTIVE,INDUSTRIAL_EQUIPMENT,2,4,8,0,0,13,LOW,0.542859,NORMAL,0.222771,0.314136,8.54,35.81,LOW
TF-2026-0001157,IMPORT_LC,CUST-00648,CP-00404,CA,BR,GBP,561065.47,2026-06-22,2026-09-30,ACTIVE,CHEMICALS,2,6,10,0,0,9,LOW,0.465018,NORMAL,0.202488,0.291954,9.32,16.64,LOW
TF-2026-0001158,GUARANTEE,CUST-00245,CP-01662,CA,BR,CNY,114224.86,2025-11-16,2026-02-27,ACTIVE,AUTO_PARTS,2,10,14,1,1,6,LOW,0.535074,NORMAL,0.592152,0.578564,12.15,54.41,MEDIUM
TF-2026-0001159,COLLECTION,CUST-00911,CP-01536,CA,SG,CNY,331307.66,2026-07-06,2026-10-18,CLOSED,AUTO_PARTS,1,6,14,0,1,5,MEDIUM,0.47452,NORMAL,0.203839,0.291646,8.4,22.78,LOW
